customer_id,age,gender,region,education,income_bracket,tenure_months,num_products,monthly_spend,payment_delay_days,support_tickets_6mo,login_frequency_monthly,last_interaction_days,satisfaction_score,contract_type,has_loyalty_program,referral_count,treatment,offer_type,uplift_segment,churn
CUST03201,42,Male,South,Diploma,Upper-Mid,1,2,62.39,0.0,1,9,3,3.0,One Year,1,1,0,None,Sure Thing,0
CUST00292,34,Female,North,Bachelor,Lower-Mid,2,1,154.87,15.0,3,4,8,4.0,Month-to-Month,1,0,1,Discount,Sleeping Dog,1
CUST01770,46,Female,North,Master,Low,9,4,64.72,0.0,1,3,11,3.0,Two Year,1,0,0,None,Sure Thing,0
CUST00617,41,Male,West,Bachelor,Low,98,2,93.36,15.0,1,5,1,4.0,One Year,1,2,1,Personal Outreach,Persuadable,0
CUST02082,47,Female,South,Master,Low,67,3,174.36,0.0,0,7,74,4.0,Month-to-Month,1,0,1,Loyalty Bonus,Sure Thing,0
CUST03161,32,Male,West,Master,Low,53,2,154.69,0.0,3,11,9,2.0,Month-to-Month,0,3,1,Loyalty Bonus,Persuadable,0
CUST01687,34,Male,South,High School,Mid,92,1,62.84,1.0,2,11,21,2.0,Month-to-Month,0,1,0,None,Sure Thing,1
CUST03033,45,Female,West,Bachelor,Mid,36,1,32.56,,0,6,16,2.0,Month-to-Month,0,1,0,None,Persuadable,1
CUST01442,54,Female,South,Bachelor,Mid,12,3,60.3,1.0,2,6,15,4.0,One Year,0,0,1,Personal Outreach,Sleeping Dog,0
CUST00837,58,Male,East,Master,Lower-Mid,1,3,201.37,2.0,0,5,3,3.0,Two Year,0,1,0,None,Sure Thing,0
CUST01413,45,Male,West,High School,Mid,1,1,48.55,5.0,3,7,2,5.0,One Year,0,2,0,None,Sleeping Dog,1
CUST02297,45,Female,Central,PhD,Upper-Mid,17,1,106.68,1.0,2,7,6,5.0,One Year,1,0,1,Personal Outreach,Sleeping Dog,1
CUST02886,34,Female,North,High School,Lower-Mid,10,1,69.26,2.0,0,8,2,5.0,Month-to-Month,0,0,0,None,Persuadable,0
CUST02223,48,Male,Central,Diploma,Upper-Mid,8,4,18.89,30.0,0,11,22,3.0,Two Year,1,0,0,None,Persuadable,0
CUST02704,52,Male,South,Bachelor,Upper-Mid,1,3,50.48,0.0,1,5,22,4.0,One Year,1,0,0,None,Lost Cause,0
CUST03285,21,Female,North,Bachelor,Mid,22,4,231.41,1.0,3,5,19,4.0,Month-to-Month,0,1,1,Free Upgrade,Sure Thing,0
CUST00215,36,Male,East,Bachelor,Upper-Mid,11,2,73.03,0.0,2,4,14,4.0,One Year,0,0,0,None,Persuadable,1
CUST02411,49,Male,East,Bachelor,Mid,46,4,58.32,5.0,0,5,12,2.0,Two Year,1,3,1,Loyalty Bonus,Sure Thing,0
CUST01967,37,Male,North,Bachelor,,80,1,38.29,2.0,1,5,28,1.0,One Year,1,0,0,None,Sleeping Dog,1
CUST03082,41,Male,Central,Bachelor,Upper-Mid,4,2,30.7,3.0,3,6,9,4.0,Month-to-Month,1,0,1,Discount,Persuadable,0
CUST02195,42,Male,Central,High School,Upper-Mid,47,1,45.38,0.0,2,6,5,,Month-to-Month,0,2,1,Free Upgrade,Sure Thing,0
CUST01105,53,Male,North,High School,Low,72,4,48.97,30.0,0,11,1,1.0,Month-to-Month,0,0,1,Loyalty Bonus,Persuadable,0
CUST02589,30,Female,South,Bachelor,Lower-Mid,52,4,102.74,1.0,1,9,35,3.0,One Year,1,1,1,Discount,Sure Thing,0
CUST01883,25,Female,South,Master,Mid,3,2,123.08,0.0,1,5,20,4.0,Month-to-Month,1,0,1,Discount,Lost Cause,0
CUST00833,27,Female,South,Bachelor,Mid,29,2,26.14,0.0,0,10,5,3.0,Month-to-Month,1,1,1,Loyalty Bonus,Sure Thing,1
CUST00180,72,Male,South,Master,Upper-Mid,26,4,75.38,7.0,3,8,31,4.0,Month-to-Month,1,1,0,None,Persuadable,1
CUST01397,23,Female,East,Bachelor,Upper-Mid,21,2,67.87,0.0,0,7,1,4.0,Month-to-Month,0,2,0,None,Sleeping Dog,1
CUST00691,35,Female,South,Diploma,Mid,74,2,112.93,3.0,1,7,5,3.0,Month-to-Month,0,1,0,None,Lost Cause,1
CUST02837,62,Female,East,High School,Lower-Mid,28,2,238.86,1.0,2,8,9,5.0,One Year,1,1,0,None,Persuadable,0
CUST00471,36,Female,North,,Upper-Mid,48,2,146.2,10.0,2,11,1,4.0,Month-to-Month,0,0,1,Loyalty Bonus,Sure Thing,0
CUST03208,49,Male,West,Bachelor,Lower-Mid,19,3,65.78,0.0,1,11,14,4.0,One Year,0,1,0,None,Lost Cause,0
CUST01699,46,Male,South,Bachelor,Mid,1,4,36.87,0.0,0,11,39,2.0,One Year,1,2,1,Loyalty Bonus,Lost Cause,1
CUST00705,21,Female,West,Bachelor,Mid,98,2,126.0,0.0,3,7,26,3.0,Month-to-Month,1,1,0,None,Sleeping Dog,1
CUST02073,41,Female,West,Diploma,High,6,1,68.67,0.0,1,5,21,,One Year,1,0,0,None,Lost Cause,1
CUST00489,60,Male,North,Diploma,High,8,1,40.68,0.0,3,12,20,3.0,Two Year,0,0,1,Personal Outreach,Persuadable,0
CUST02168,24,Female,South,Bachelor,Mid,32,2,30.17,1.0,0,9,1,4.0,Month-to-Month,1,0,0,None,Persuadable,1
CUST00603,50,Female,East,Bachelor,Mid,72,3,69.2,10.0,2,13,14,2.0,One Year,0,0,1,Personal Outreach,Lost Cause,0
CUST02290,57,Male,East,PhD,Low,57,1,36.51,10.0,3,9,17,4.0,Two Year,1,0,1,Discount,Persuadable,0
CUST02555,29,Female,South,High School,High,33,2,83.55,2.0,2,6,15,5.0,Month-to-Month,0,0,1,Personal Outreach,Sleeping Dog,1
CUST02020,25,Male,South,Master,Mid,27,2,122.5,5.0,1,9,18,2.0,One Year,1,1,1,Discount,Lost Cause,1
CUST00052,35,Male,East,Bachelor,Upper-Mid,10,1,200.95,1.0,2,9,14,,Two Year,0,2,0,None,Lost Cause,0
CUST01268,29,Male,East,Bachelor,High,27,1,44.04,5.0,2,7,3,4.0,Month-to-Month,0,1,1,Free Upgrade,Sleeping Dog,1
CUST02563,28,Male,South,Bachelor,Mid,16,2,41.87,2.0,1,5,68,1.0,Month-to-Month,1,1,0,None,Lost Cause,1
CUST03418,42,Male,East,High School,High,10,3,150.52,30.0,2,10,1,5.0,Two Year,1,1,1,Discount,Sleeping Dog,0
CUST02656,50,Female,East,Bachelor,Upper-Mid,6,2,73.84,0.0,2,4,1,4.0,One Year,1,2,1,Free Upgrade,Persuadable,0
CUST02120,37,Female,East,Bachelor,Low,41,4,120.71,30.0,3,6,18,2.0,Month-to-Month,0,2,0,None,Sleeping Dog,1
CUST03450,35,Female,East,Master,Upper-Mid,16,2,42.52,15.0,4,9,5,5.0,Month-to-Month,1,1,0,None,Sure Thing,1
CUST00064,25,Male,North,PhD,Lower-Mid,3,1,50.72,1.0,0,5,7,5.0,Month-to-Month,1,1,0,None,Sure Thing,1
CUST00770,61,Male,East,High School,Mid,40,1,71.04,0.0,1,9,3,4.0,Month-to-Month,1,0,1,Discount,Sure Thing,1
CUST01257,60,Female,Central,Bachelor,High,1,1,173.76,3.0,1,12,1,3.0,Two Year,0,0,1,Loyalty Bonus,Persuadable,0
CUST01391,45,Female,West,Master,Lower-Mid,153,3,50.67,,0,9,10,2.0,Two Year,1,0,0,None,Sure Thing,1
CUST01981,28,Male,North,High School,Mid,44,2,35.21,7.0,3,9,31,4.0,Month-to-Month,1,1,1,Discount,Sure Thing,0
CUST00820,52,Male,Central,Bachelor,Upper-Mid,12,2,25.23,0.0,1,6,17,1.0,One Year,0,0,0,None,Lost Cause,1
CUST00781,42,Male,East,Bachelor,Low,57,1,149.21,2.0,1,12,54,4.0,One Year,1,0,0,None,Persuadable,0
CUST01937,43,Female,South,High School,Low,43,3,49.11,5.0,5,5,7,5.0,Two Year,1,0,1,Free Upgrade,Persuadable,0
CUST01055,33,Male,South,Master,Mid,75,1,44.22,15.0,1,6,7,2.0,One Year,1,0,1,Discount,Sleeping Dog,1
CUST02308,37,Female,South,Bachelor,Lower-Mid,87,1,90.41,1.0,1,4,23,3.0,Two Year,0,0,1,Free Upgrade,Persuadable,0
CUST02955,28,Female,Central,High School,Mid,38,2,249.46,3.0,1,6,35,2.0,Month-to-Month,1,2,1,Free Upgrade,Sure Thing,0
CUST00211,46,Female,South,Bachelor,Upper-Mid,7,1,82.47,7.0,1,5,3,4.0,One Year,1,2,1,Discount,Persuadable,0
CUST01569,21,Male,South,High School,Lower-Mid,18,1,54.85,7.0,1,8,27,5.0,Month-to-Month,0,0,1,Personal Outreach,Sure Thing,1
CUST00753,28,Female,South,Bachelor,Lower-Mid,5,1,44.77,3.0,3,7,8,4.0,Month-to-Month,0,1,1,Loyalty Bonus,Sure Thing,1
CUST02580,61,Female,East,Diploma,High,9,1,44.64,0.0,1,9,3,,Month-to-Month,0,0,1,Free Upgrade,Lost Cause,1
CUST01198,46,Male,South,Bachelor,Low,19,1,53.18,0.0,2,4,5,3.0,Month-to-Month,0,2,0,None,Persuadable,1
CUST02848,29,Female,West,Bachelor,Low,52,1,53.97,30.0,0,9,18,5.0,Two Year,0,1,0,None,Sleeping Dog,0
CUST02605,32,Female,North,High School,Mid,34,1,141.83,5.0,0,9,5,2.0,Month-to-Month,0,1,1,Discount,Sleeping Dog,1
CUST01091,39,Female,East,High School,Upper-Mid,26,2,63.5,7.0,2,15,1,4.0,Month-to-Month,0,1,0,None,Sure Thing,1
CUST03171,28,Male,West,Master,Low,18,1,100.15,30.0,0,6,5,3.0,Month-to-Month,1,1,1,Free Upgrade,Sure Thing,1
CUST01396,42,Male,West,High School,Mid,8,2,61.6,0.0,2,12,17,4.0,Two Year,1,0,1,Loyalty Bonus,Lost Cause,0
CUST02662,29,Male,East,PhD,Low,1,2,97.36,5.0,2,8,9,4.0,Month-to-Month,0,0,0,None,Persuadable,1
CUST02642,37,Female,Central,High School,Low,29,3,49.38,15.0,1,12,44,1.0,Month-to-Month,1,1,1,Personal Outreach,Persuadable,1
CUST01230,66,Female,West,Diploma,Upper-Mid,27,4,69.47,10.0,0,8,18,5.0,Month-to-Month,0,1,0,None,Lost Cause,0
CUST00717,41,Female,South,High School,Upper-Mid,3,2,125.88,3.0,3,6,6,1.0,One Year,1,0,1,Discount,Lost Cause,1
CUST03084,26,Male,Central,Bachelor,Low,55,3,91.06,30.0,1,9,31,4.0,Month-to-Month,1,2,0,None,Persuadable,0
CUST02926,43,Male,South,Master,Lower-Mid,11,2,127.12,2.0,1,10,50,3.0,Month-to-Month,1,2,0,None,Sleeping Dog,1
CUST02553,62,Male,East,High School,Upper-Mid,30,1,79.61,0.0,1,10,34,,One Year,0,1,0,None,Sleeping Dog,0
CUST00340,33,Female,West,Diploma,Mid,38,2,50.76,2.0,2,5,26,,Month-to-Month,1,0,0,None,Sleeping Dog,1
CUST00736,45,Female,North,Master,Upper-Mid,65,3,49.13,3.0,1,8,1,4.0,Month-to-Month,0,1,0,None,Persuadable,0
CUST02831,19,Male,East,Master,Low,2,1,103.79,30.0,2,4,75,,One Year,1,1,0,None,Sleeping Dog,1
CUST02622,49,Male,Central,Master,Lower-Mid,22,2,91.67,30.0,2,7,24,3.0,Month-to-Month,1,0,1,Loyalty Bonus,Sleeping Dog,1
CUST00551,41,Female,North,Diploma,Upper-Mid,55,4,132.81,30.0,2,6,1,5.0,Month-to-Month,0,2,0,None,Lost Cause,0
CUST00518,28,Female,East,Bachelor,Mid,32,3,68.03,15.0,0,3,9,3.0,One Year,1,0,0,None,Sleeping Dog,0
CUST01292,69,Male,Central,Master,High,1,1,285.2,0.0,0,9,3,5.0,One Year,0,0,0,None,Sleeping Dog,0
CUST00750,23,Female,East,Bachelor,Upper-Mid,42,3,42.06,30.0,1,4,31,4.0,Two Year,0,2,0,None,Persuadable,0
CUST02289,32,Female,North,Master,High,1,2,76.9,10.0,1,4,52,5.0,Two Year,0,0,1,Loyalty Bonus,Sure Thing,0
CUST02512,46,Male,West,Bachelor,Mid,5,1,74.86,30.0,0,8,19,3.0,One Year,1,0,1,Discount,Sleeping Dog,1
CUST02336,46,Female,East,Master,Upper-Mid,3,1,67.49,0.0,0,9,7,4.0,One Year,1,0,1,Discount,Lost Cause,1
CUST02934,51,Female,South,Master,Mid,9,4,27.15,30.0,1,11,9,4.0,One Year,0,1,0,None,Lost Cause,1
CUST02281,19,Male,East,Bachelor,Low,3,2,95.95,15.0,2,10,3,3.0,Month-to-Month,1,1,0,None,Sure Thing,1
CUST01559,57,Male,West,Bachelor,Low,64,4,86.59,30.0,2,11,11,4.0,One Year,0,1,0,None,Persuadable,0
CUST02158,36,Female,Central,Master,Lower-Mid,32,2,71.84,0.0,2,13,1,3.0,Month-to-Month,1,3,1,Loyalty Bonus,Sleeping Dog,0
CUST03184,36,Male,East,Bachelor,Upper-Mid,18,1,19.39,3.0,3,7,17,4.0,One Year,0,0,1,Discount,Lost Cause,0
CUST02237,40,Male,East,High School,Low,25,1,37.16,15.0,1,3,24,3.0,One Year,1,2,0,None,Sure Thing,1
CUST02347,34,Female,Central,Bachelor,Mid,5,2,41.35,,1,4,46,4.0,Month-to-Month,1,1,0,None,Persuadable,1
CUST00843,26,Female,West,Bachelor,Low,1,3,84.64,0.0,1,7,5,1.0,Month-to-Month,0,0,1,Discount,Persuadable,1
CUST01382,34,Female,South,PhD,Upper-Mid,74,2,41.65,5.0,2,7,4,2.0,Two Year,1,1,0,None,Sleeping Dog,0
CUST00021,57,Female,West,Bachelor,Upper-Mid,7,3,97.53,1.0,0,9,1,5.0,Month-to-Month,0,1,0,None,Sure Thing,0
CUST02273,31,Female,North,PhD,Upper-Mid,21,1,68.77,30.0,4,7,2,3.0,Month-to-Month,1,0,0,None,Sure Thing,1
CUST00880,54,Male,West,Diploma,Upper-Mid,101,2,60.03,0.0,0,10,1,4.0,Month-to-Month,0,2,1,Loyalty Bonus,Persuadable,0
CUST02644,32,Female,West,Bachelor,Upper-Mid,16,1,93.51,5.0,2,8,47,1.0,One Year,1,0,1,Free Upgrade,Persuadable,0
CUST01063,53,Female,North,Master,Upper-Mid,15,3,74.33,10.0,2,8,26,4.0,Two Year,0,3,0,None,Persuadable,0
CUST02858,37,Male,North,High School,Upper-Mid,5,2,21.61,15.0,1,8,12,3.0,One Year,1,1,1,Discount,Sleeping Dog,0
CUST00786,52,Male,West,High School,Low,120,2,28.74,0.0,0,15,32,5.0,Two Year,0,2,0,None,Sleeping Dog,0
CUST02007,40,Female,North,Master,Mid,9,1,148.59,1.0,3,9,5,2.0,Two Year,1,0,1,Discount,Sleeping Dog,1
CUST00864,61,Male,East,Bachelor,Low,51,1,88.83,7.0,3,8,1,2.0,Month-to-Month,1,1,1,Loyalty Bonus,Sure Thing,1
CUST02053,32,Male,North,Diploma,Upper-Mid,43,1,175.71,10.0,5,13,12,4.0,One Year,0,0,1,Discount,Sleeping Dog,1
CUST02499,49,Female,Central,,Low,1,1,76.23,0.0,6,12,22,4.0,One Year,1,0,0,None,Lost Cause,1
CUST02830,35,Male,West,Diploma,Lower-Mid,33,3,140.15,0.0,2,7,34,3.0,Two Year,1,2,0,None,Sleeping Dog,0
CUST00355,39,Male,Central,Master,Lower-Mid,25,1,48.4,0.0,3,8,13,4.0,Month-to-Month,0,0,0,None,Sure Thing,1
CUST02040,18,Female,North,High School,Mid,46,3,17.63,10.0,2,6,2,3.0,Month-to-Month,0,1,0,None,Persuadable,1
CUST03276,56,Male,West,High School,Lower-Mid,13,1,59.75,30.0,1,8,19,2.0,Month-to-Month,1,2,1,Free Upgrade,Persuadable,1
CUST01698,31,Male,West,Bachelor,Low,10,2,55.33,0.0,3,15,12,3.0,Month-to-Month,0,0,1,Discount,Persuadable,1
CUST02021,40,Female,West,High School,Lower-Mid,4,2,54.24,3.0,0,9,16,4.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST03381,65,Male,East,Bachelor,Low,2,1,198.11,2.0,3,12,27,,Month-to-Month,0,1,0,None,Lost Cause,1
CUST01142,56,Other,West,Bachelor,Low,2,2,158.47,5.0,2,7,33,5.0,One Year,1,2,0,None,Sure Thing,0
CUST02924,39,Female,East,Master,Mid,58,2,89.94,1.0,1,5,34,2.0,One Year,0,1,1,Discount,Sleeping Dog,1
CUST01431,43,Female,East,Diploma,Upper-Mid,12,1,37.59,7.0,1,4,3,4.0,One Year,1,0,1,Discount,Lost Cause,1
CUST02390,52,Female,South,Diploma,Upper-Mid,10,3,77.56,1.0,2,5,3,5.0,Month-to-Month,1,1,0,None,Sure Thing,0
CUST01527,62,Male,West,Master,Lower-Mid,32,1,31.29,0.0,2,8,14,,Two Year,0,1,0,None,Sure Thing,0
CUST01768,37,Female,West,Master,Mid,4,1,94.82,5.0,1,9,15,,One Year,1,0,0,None,Persuadable,1
CUST00059,43,Female,North,Bachelor,Upper-Mid,20,1,48.05,0.0,3,8,20,3.0,One Year,0,0,0,None,Sleeping Dog,0
CUST02303,35,Male,Central,High School,Upper-Mid,8,4,73.61,1.0,1,10,19,4.0,Two Year,0,0,1,Discount,Persuadable,0
CUST02348,29,Male,West,Diploma,Upper-Mid,39,1,50.55,0.0,2,11,9,2.0,Month-to-Month,1,0,1,Discount,Lost Cause,1
CUST02085,33,Male,North,Bachelor,Lower-Mid,9,1,97.57,15.0,1,7,5,,One Year,1,0,0,None,Persuadable,1
CUST03446,26,Male,West,Diploma,Lower-Mid,23,3,16.3,5.0,0,8,19,5.0,Month-to-Month,0,0,0,None,Sure Thing,1
CUST02249,37,Female,West,Master,Lower-Mid,9,1,62.09,7.0,0,8,5,,Month-to-Month,1,1,0,None,Persuadable,1
CUST02677,44,Male,North,High School,Upper-Mid,28,2,112.08,10.0,2,6,11,5.0,Two Year,0,0,1,Discount,Lost Cause,0
CUST01668,33,Female,North,Master,High,9,3,58.72,15.0,0,7,35,2.0,One Year,1,1,1,Loyalty Bonus,Sleeping Dog,1
CUST02647,35,Male,East,PhD,Low,10,1,97.08,0.0,0,7,51,2.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST02726,40,Male,North,High School,,2,4,78.08,30.0,1,7,44,4.0,Month-to-Month,0,1,0,None,Lost Cause,1
CUST01534,38,Female,South,Diploma,Lower-Mid,33,1,60.71,3.0,3,6,3,4.0,Two Year,1,0,0,None,Sleeping Dog,1
CUST02654,52,Male,North,Bachelor,Mid,30,3,72.64,3.0,1,11,25,,One Year,1,1,1,Discount,Persuadable,0
CUST00148,24,Female,North,Bachelor,Low,49,1,21.63,3.0,2,6,24,4.0,Month-to-Month,0,1,0,None,Sure Thing,1
CUST01537,46,Female,Central,Master,Lower-Mid,22,3,90.55,0.0,3,5,8,4.0,Month-to-Month,1,0,0,None,Lost Cause,1
CUST02865,44,Male,South,High School,High,19,2,28.91,7.0,2,10,17,3.0,One Year,1,1,0,None,Sure Thing,0
CUST02883,32,Male,North,Master,Upper-Mid,39,2,48.25,5.0,1,5,15,2.0,Month-to-Month,0,3,1,Loyalty Bonus,Persuadable,0
CUST01124,26,Female,North,Bachelor,,11,1,31.54,0.0,1,7,15,,One Year,1,1,0,None,Lost Cause,0
CUST01352,18,Female,West,,Mid,2,2,19.54,2.0,3,5,14,4.0,Month-to-Month,1,1,0,None,Sleeping Dog,1
CUST00453,28,Male,East,Bachelor,Mid,79,4,74.07,3.0,2,9,5,2.0,Month-to-Month,0,2,0,None,Sleeping Dog,1
CUST02576,26,Female,East,Master,Mid,14,2,66.6,2.0,2,9,9,2.0,Two Year,0,1,1,Personal Outreach,Persuadable,0
CUST03320,67,Female,Central,Master,Low,1,3,54.98,0.0,0,7,1,4.0,Month-to-Month,0,0,0,None,Sleeping Dog,1
CUST00193,42,Female,Central,Diploma,Upper-Mid,103,2,94.16,3.0,0,5,11,2.0,Month-to-Month,1,1,1,Free Upgrade,Lost Cause,1
CUST01039,42,Male,East,Bachelor,Upper-Mid,10,2,81.66,30.0,1,11,31,2.0,Month-to-Month,1,0,0,None,Persuadable,1
CUST02370,54,Female,West,High School,Low,5,1,27.71,15.0,1,5,2,1.0,Month-to-Month,0,2,1,Free Upgrade,Sleeping Dog,1
CUST01137,54,Female,East,High School,High,52,1,71.62,15.0,1,6,10,4.0,Month-to-Month,1,1,0,None,Lost Cause,0
CUST02398,27,Female,West,PhD,High,33,2,60.23,10.0,3,13,41,3.0,Month-to-Month,0,0,0,None,Lost Cause,1
CUST02448,37,Male,Central,High School,Mid,19,2,94.24,0.0,1,14,12,5.0,One Year,1,1,1,Loyalty Bonus,Sure Thing,0
CUST00627,28,Female,West,Bachelor,Upper-Mid,63,3,48.27,0.0,0,5,20,4.0,Two Year,1,1,1,Loyalty Bonus,Lost Cause,0
CUST02874,32,Male,East,Diploma,Lower-Mid,47,3,58.04,0.0,2,7,32,4.0,Two Year,1,0,0,None,Sleeping Dog,0
CUST02529,64,Male,North,Master,Mid,73,1,31.04,1.0,3,11,14,,One Year,1,0,1,Personal Outreach,Sure Thing,0
CUST00975,34,Female,West,Bachelor,High,23,2,41.66,5.0,3,6,43,2.0,Month-to-Month,1,0,0,None,Sleeping Dog,1
CUST01550,54,Male,East,Master,Mid,63,1,157.33,3.0,1,11,53,3.0,Month-to-Month,0,0,0,None,Sure Thing,0
CUST02326,48,Male,West,Bachelor,Mid,2,1,64.08,3.0,4,8,13,4.0,One Year,0,0,0,None,Sleeping Dog,0
CUST00151,43,Male,Central,,Upper-Mid,35,2,73.97,30.0,0,4,1,4.0,Month-to-Month,0,2,1,Loyalty Bonus,Sure Thing,1
CUST02766,49,Male,East,,Low,25,4,52.43,0.0,3,2,60,4.0,Two Year,1,0,1,Discount,Sure Thing,0
CUST01345,51,Female,South,Bachelor,Lower-Mid,2,1,127.29,15.0,1,9,6,5.0,One Year,1,0,0,None,Sure Thing,0
CUST03397,46,Male,Central,Master,Mid,12,1,116.89,30.0,1,9,26,3.0,One Year,0,1,1,Loyalty Bonus,Sure Thing,0
CUST01522,46,Male,Central,Master,Upper-Mid,58,3,26.31,15.0,1,6,22,3.0,Month-to-Month,0,1,0,None,Sure Thing,0
CUST01706,37,Male,East,Diploma,Lower-Mid,5,2,52.69,0.0,1,10,20,3.0,Month-to-Month,1,1,0,None,Lost Cause,1
CUST01940,41,Male,North,Bachelor,Mid,22,2,134.28,10.0,1,9,2,3.0,Month-to-Month,0,1,0,None,Persuadable,1
CUST00485,30,Female,East,Master,Lower-Mid,17,1,64.51,1.0,1,11,5,3.0,One Year,0,1,0,None,Persuadable,0
CUST03303,42,Female,East,Master,Low,7,1,46.01,15.0,0,6,19,3.0,Month-to-Month,1,2,0,None,Sure Thing,1
CUST01372,60,Other,West,Diploma,,1,1,168.15,2.0,0,10,6,3.0,Two Year,1,2,1,Discount,Persuadable,0
CUST02383,44,Female,West,Bachelor,Upper-Mid,17,1,126.3,1.0,0,8,30,4.0,One Year,0,2,0,None,Lost Cause,0
CUST00650,48,Female,East,Diploma,Lower-Mid,28,2,32.1,0.0,3,12,25,5.0,One Year,1,1,0,None,Persuadable,0
CUST02610,55,Male,South,Diploma,Upper-Mid,39,3,37.74,0.0,3,10,77,3.0,Month-to-Month,0,0,0,None,Sure Thing,1
CUST01459,55,Male,South,Bachelor,Mid,3,3,64.87,5.0,3,6,12,5.0,Two Year,1,1,1,Personal Outreach,Lost Cause,0
CUST01348,51,Male,North,Diploma,Mid,1,1,46.55,0.0,0,7,12,5.0,Two Year,0,0,1,Loyalty Bonus,Sleeping Dog,1
CUST01963,46,Male,Central,High School,High,51,2,83.23,15.0,4,5,46,3.0,One Year,0,1,0,None,Sleeping Dog,1
CUST02203,48,Male,East,Bachelor,Upper-Mid,56,3,49.56,30.0,2,7,16,4.0,One Year,0,0,1,Free Upgrade,Sleeping Dog,0
CUST02435,42,Female,South,Master,Lower-Mid,30,3,130.65,3.0,1,8,2,4.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST01415,32,Male,North,Diploma,Low,13,1,62.63,0.0,1,12,7,,Month-to-Month,1,1,1,Free Upgrade,Sure Thing,0
CUST01719,48,Male,East,Diploma,Upper-Mid,8,2,41.07,7.0,1,4,1,4.0,One Year,1,0,0,None,Sleeping Dog,1
CUST01295,40,Female,East,Diploma,Lower-Mid,19,2,57.24,0.0,1,9,27,3.0,One Year,1,0,0,None,Sure Thing,1
CUST00946,27,Female,East,Bachelor,Mid,1,2,52.03,0.0,0,8,10,1.0,One Year,0,0,1,Loyalty Bonus,Lost Cause,1
CUST03180,46,Male,Central,,Low,10,3,80.67,5.0,2,12,7,4.0,One Year,1,0,1,Free Upgrade,Persuadable,0
CUST00073,39,Female,West,Diploma,Mid,2,2,89.3,15.0,2,5,5,5.0,Month-to-Month,0,1,1,Free Upgrade,Persuadable,1
CUST01424,29,Female,West,Diploma,Upper-Mid,35,4,36.83,30.0,3,8,14,3.0,One Year,1,1,0,None,Sure Thing,0
CUST02456,57,Female,East,Master,Upper-Mid,31,2,127.32,10.0,1,5,5,,Two Year,1,0,0,None,Sleeping Dog,0
CUST01590,41,Male,East,High School,Mid,13,2,29.43,15.0,1,10,11,2.0,Month-to-Month,1,0,1,Personal Outreach,Persuadable,1
CUST03289,32,Female,South,Master,Lower-Mid,14,2,66.2,15.0,3,6,5,4.0,Month-to-Month,0,0,1,Personal Outreach,Persuadable,0
CUST00763,70,Male,East,Diploma,Mid,21,1,99.23,10.0,1,12,23,5.0,Month-to-Month,0,1,0,None,Lost Cause,0
CUST00090,46,Male,South,Master,Upper-Mid,65,1,59.76,1.0,3,8,20,4.0,Month-to-Month,1,0,0,None,Sure Thing,1
CUST01299,43,Female,West,Diploma,Upper-Mid,13,3,48.25,30.0,2,6,4,4.0,One Year,0,1,1,Free Upgrade,Sleeping Dog,0
CUST01210,60,Male,South,Bachelor,Low,84,2,56.33,1.0,0,4,38,3.0,Two Year,0,0,0,None,Sure Thing,0
CUST00018,43,Female,North,Bachelor,Lower-Mid,1,3,93.34,0.0,2,9,3,3.0,Month-to-Month,0,0,0,None,Sure Thing,1
CUST03274,48,Female,South,High School,Upper-Mid,56,2,29.07,15.0,4,8,26,1.0,One Year,1,1,0,None,Persuadable,1
CUST00805,34,Other,East,High School,Mid,32,2,29.82,,0,7,86,4.0,Two Year,0,1,1,Loyalty Bonus,Sure Thing,0
CUST02225,32,Female,East,Master,Mid,37,4,31.55,10.0,1,5,14,2.0,Month-to-Month,0,0,0,None,Sure Thing,1
CUST03314,27,Female,Central,,Lower-Mid,8,1,32.73,,3,6,63,2.0,Month-to-Month,1,0,0,None,Persuadable,1
CUST02109,36,Male,West,Diploma,Low,24,1,82.1,0.0,1,4,34,2.0,Two Year,1,0,0,None,Sure Thing,1
CUST00839,51,Male,Central,Diploma,High,14,3,16.4,2.0,2,5,8,4.0,Two Year,0,1,0,None,Persuadable,0
CUST01058,54,Male,East,High School,Mid,10,1,35.03,10.0,2,9,41,2.0,Two Year,0,0,0,None,Persuadable,1
CUST00865,32,Female,West,Master,Mid,40,1,68.46,30.0,3,11,66,1.0,Month-to-Month,1,0,0,None,Persuadable,1
CUST02217,34,Male,South,High School,High,13,1,32.45,2.0,0,7,20,3.0,Month-to-Month,1,1,0,None,Sleeping Dog,0
CUST01919,37,Female,Central,High School,Upper-Mid,74,1,121.91,2.0,3,12,42,2.0,One Year,0,1,0,None,Persuadable,0
CUST00299,49,Male,North,Bachelor,Low,19,1,103.12,1.0,3,7,10,4.0,Month-to-Month,1,0,0,None,Sure Thing,1
CUST02867,29,Male,North,High School,Lower-Mid,47,3,111.99,5.0,0,8,42,5.0,Month-to-Month,0,1,0,None,Sure Thing,0
CUST01196,45,Female,West,High School,High,2,1,44.28,10.0,0,9,10,4.0,Two Year,1,2,0,None,Persuadable,1
